sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda,log_renda
F,True,True,1,Assalariado,Secundário,Casado,Casa,31,4.597260273972604,3.0,2823.7,7.945803360675465
F,True,True,0,Pensionista,Secundário,Viúvo,Casa,64,0.0,1.0,671.41,6.5093799786858355
M,True,True,1,Assalariado,Secundário,Casado,Casa,48,7.810958904109589,3.0,3908.57,8.270926857184032
M,True,False,0,Empresário,Superior completo,Casado,Casa,47,16.71780821917808,2.0,77676.54,11.260308560263617
M,True,True,1,Assalariado,Secundário,Casado,Casa,39,6.931506849315069,3.0,5081.58,8.533377515836754
F,False,True,0,Empresário,Secundário,Separado,Casa,32,5.238356164383561,1.0,343.82,5.840118264613348
F,False,True,0,Assalariado,Secundário,Solteiro,Casa,57,13.386301369863016,1.0,3715.56,8.220284686033953
F,True,True,1,Empresário,Superior completo,Casado,Casa,30,6.7972602739726025,3.0,6385.26,8.761747488076113
M,True,True,0,Empresário,Secundário,União,Casa,32,4.586301369863014,2.0,2097.83,7.6486587561212165
M,True,False,0,Assalariado,Secundário,Casado,Casa,52,0.2712328767123288,2.0,4317.37,8.370401699550147
F,False,True,0,Pensionista,Secundário,Casado,Governamental,61,0.0,2.0,5955.15,8.692011670389041
M,True,False,0,Assalariado,Superior completo,Casado,Casa,45,4.287671232876712,2.0,3106.49,8.041248750441751
F,False,True,0,Pensionista,Secundário,Separado,Casa,62,0.0,1.0,3890.47,8.266285251936134
F,False,True,0,Pensionista,Secundário,Viúvo,Casa,58,0.0,1.0,2697.07,7.899921277567464
F,False,True,0,Assalariado,Secundário,Casado,Casa,50,3.3616438356164378,2.0,4076.02,8.312876301101921
F,True,True,1,Empresário,Secundário,Casado,Casa,41,0.7890410958904109,3.0,1754.01,7.469659874170152
M,True,True,1,Empresário,Superior completo,Casado,Casa,27,4.863013698630136,3.0,6870.99,8.835063479637789
M,True,True,0,Assalariado,Secundário,Solteiro,Casa,47,3.8904109589041096,1.0,4952.25,8.507597297742791
M,True,False,0,Assalariado,Secundário,Casado,Casa,52,10.03013698630137,2.0,9620.4,9.171641122836906
M,True,True,0,Assalariado,Superior completo,Casado,Casa,32,5.013698630136987,2.0,4515.05,8.415171539986888
F,False,True,0,Servidor público,Superior completo,Casado,Casa,30,3.175342465753425,2.0,4018.05,8.298551989299446
M,False,True,1,Assalariado,Secundário,Separado,Casa,45,2.410958904109589,2.0,4892.81,8.495522059552144
F,False,False,0,Assalariado,Secundário,Solteiro,Casa,40,7.545205479452054,1.0,986.53,6.894193735542601
F,True,True,0,Assalariado,Secundário,Casado,Casa,35,4.526027397260274,2.0,1647.16,7.4068078717858965
M,True,False,1,Servidor público,Secundário,Casado,Aluguel,42,17.958904109589042,3.0,17555.6,9.773128266315249
M,True,True,0,Assalariado,Superior completo,Casado,Com os pais,30,4.0191780821917815,2.0,11901.13,9.38438863257459
F,False,True,0,Pensionista,Superior incompleto,Casado,Casa,60,0.0,2.0,2220.08,7.705298510253079
F,False,False,0,Assalariado,Superior completo,Casado,Casa,29,5.263013698630137,2.0,3504.99,8.161942946397573
F,True,False,0,Servidor público,Superior incompleto,Solteiro,Casa,32,14.263013698630138,1.0,2420.9,7.7918946508392075
F,False,True,2,Assalariado,Secundário,Casado,Casa,40,7.183561643835616,4.0,1167.2,7.0623629972085755
F,False,True,0,Assalariado,Secundário,Casado,Casa,61,40.57534246575342,2.0,10227.06,9.232792427611919
M,True,False,0,Empresário,Secundário,Casado,Casa,52,10.772602739726029,2.0,16812.86,9.729899348754353
F,False,False,1,Assalariado,Superior completo,Casado,Casa,44,5.5178082191780815,3.0,7750.68,8.955535860433779
F,False,True,0,Assalariado,Secundário,União,Com os pais,35,2.1534246575342464,2.0,1700.45,7.43864820089824
M,False,False,1,Assalariado,Secundário,Casado,Casa,28,1.4328767123287671,3.0,786.06,6.667033125393634
F,True,True,0,Empresário,Superior incompleto,Solteiro,Casa,25,3.808219178082192,1.0,1916.28,7.558141085640776
M,False,True,0,Servidor público,Superior completo,Casado,Casa,26,6.1589041095890416,2.0,2438.6,7.799179383126164
F,False,False,0,Pensionista,Secundário,Casado,Estúdio,59,0.0,2.0,2050.16,7.625673117867294
M,True,True,0,Assalariado,Superior completo,União,Casa,29,1.9315068493150684,2.0,7183.74,8.879575417790358
F,False,True,0,Pensionista,Secundário,União,Casa,66,0.0,2.0,3423.92,8.138541372502697
M,True,False,0,Empresário,Secundário,Casado,Governamental,26,8.2,2.0,16038.07,9.682720549991442
F,False,False,1,Assalariado,Superior completo,Casado,Casa,37,7.882191780821918,3.0,3328.14,8.110168868363987
M,False,False,0,Pensionista,Secundário,Casado,Casa,40,0.0,2.0,13150.79,9.484237111847044
F,False,True,0,Assalariado,Secundário,Solteiro,Casa,39,2.887671232876712,1.0,1116.7,7.018133186451746
F,False,True,0,Assalariado,Secundário,Casado,Casa,52,4.3863013698630136,2.0,747.4,6.616600517051383
F,False,False,0,Empresário,Secundário,Viúvo,Casa,50,6.934246575342466,1.0,4189.61,8.340362929825137
F,False,True,0,Pensionista,Superior completo,Solteiro,Casa,55,0.0,1.0,5067.89,8.530679836390954
F,False,True,0,Pensionista,Secundário,Casado,Casa,67,0.0,2.0,1271.37,7.147850338188052
F,True,True,0,Servidor público,Secundário,Casado,Casa,54,8.852054794520548,2.0,5840.82,8.672626476924481
F,True,True,1,Empresário,Secundário,Casado,Casa,42,6.7972602739726025,3.0,2673.88,7.891285880065525
F,True,True,0,Assalariado,Secundário,Casado,Casa,54,34.49589041095891,2.0,5902.85,8.683190564109765
F,True,True,0,Servidor público,Superior completo,Casado,Casa,54,3.1808219178082187,2.0,5034.94,8.524156888497746
M,False,True,0,Pensionista,Secundário,Casado,Casa,56,0.0,2.0,2697.52,7.900088111377278
F,False,True,0,Assalariado,Secundário,Casado,Casa,37,15.035616438356165,2.0,2725.26,7.910319115389865
F,False,True,0,Empresário,Primário,Casado,Casa,28,8.471232876712326,2.0,1981.61,7.591664924589546
F,True,False,0,Pensionista,Secundário,Casado,Casa,59,0.0,2.0,3426.2,8.139207054296358
M,False,True,1,Assalariado,Secundário,Casado,Casa,39,0.3698630136986301,3.0,1967.5,7.584518980291558
F,False,True,0,Pensionista,Secundário,Viúvo,Casa,60,0.0,1.0,1144.19,7.04245224206542
F,False,True,0,Servidor público,Superior completo,Casado,Casa,60,20.882191780821923,2.0,5487.63,8.61025174730783
F,True,True,0,Empresário,Secundário,Casado,Casa,28,2.010958904109589,2.0,1539.96,7.33951172104437
F,False,False,0,Assalariado,Superior completo,Solteiro,Casa,26,1.4246575342465753,1.0,4760.94,8.468200406720653
M,False,True,1,Empresário,Secundário,Casado,Casa,44,2.7479452054794518,3.0,1596.59,7.375625383882551
M,False,True,0,Empresário,Secundário,União,Casa,49,11.052054794520547,2.0,18575.29,9.829587481846323
F,False,False,0,Assalariado,Secundário,Casado,Casa,51,25.54794520547945,2.0,4584.83,8.43050830657679
M,True,True,0,Assalariado,Secundário,Solteiro,Casa,24,4.7972602739726025,1.0,5305.3,8.576461599873296
M,True,True,0,Assalariado,Secundário,Casado,Casa,47,1.515068493150685,2.0,8568.83,9.055886479517953
F,False,False,0,Assalariado,Secundário,Casado,Casa,51,25.54794520547945,2.0,7598.3,8.935679817042852
F,False,False,2,Assalariado,Secundário,Casado,Com os pais,30,4.575342465753423,4.0,1225.66,7.111234753401617
M,True,True,0,Empresário,Secundário,Casado,Casa,64,3.1342465753424658,2.0,7181.01,8.879195320673057
F,False,False,1,Assalariado,Secundário,Separado,Casa,39,11.183561643835615,2.0,3549.11,8.174452146812552
M,False,False,0,Empresário,Secundário,União,Casa,32,0.8082191780821918,2.0,11906.09,9.384805312898607
F,False,True,0,Assalariado,Secundário,Casado,Casa,42,6.720547945205479,2.0,4262.08,8.357512583012666
F,False,True,0,Servidor público,Superior completo,Casado,Casa,43,18.22465753424657,2.0,12843.71,9.460609476318565
F,False,False,1,Assalariado,Secundário,Casado,Casa,48,4.304109589041096,3.0,2711.96,7.905426899688978
F,False,True,0,Assalariado,Secundário,Casado,Casa,48,10.73150684931507,2.0,4946.31,8.506397123027881
F,False,True,0,Servidor público,Superior completo,Casado,Casa,49,31.64931506849315,2.0,66455.93,11.104294300189835
F,False,False,0,Assalariado,Secundário,União,Com os pais,32,7.616438356164384,2.0,1973.9,7.587766560148942
F,True,True,0,Servidor público,Superior completo,Separado,Casa,50,7.5397260273972595,1.0,3669.38,8.207777989447397
M,True,True,0,Empresário,Secundário,Casado,Casa,50,2.5287671232876714,2.0,6246.97,8.739851825176933
M,True,True,0,Servidor público,Superior completo,Casado,Casa,34,6.487671232876713,2.0,20451.19,9.92579635048698
F,True,False,0,Assalariado,Superior incompleto,Solteiro,Com os pais,44,0.2630136986301369,1.0,1564.82,7.355526080384968
F,False,True,1,Servidor público,Secundário,União,Casa,43,24.0,3.0,12963.68,9.469906880217202
F,True,True,0,Pensionista,Superior completo,Casado,Casa,60,0.0,2.0,4247.18,8.354010512273632
F,False,True,0,Assalariado,Superior completo,Casado,Casa,33,4.964383561643834,2.0,2480.44,7.816191242776914
M,False,True,1,Servidor público,Superior completo,Casado,Casa,30,1.03013698630137,3.0,4193.16,8.341209905278888
F,False,True,0,Pensionista,Secundário,Casado,Casa,57,0.0,2.0,2220.97,7.705699316374115
M,False,False,0,Pensionista,Secundário,Casado,Casa,40,0.0,2.0,13150.79,9.484237111847044
M,False,False,0,Assalariado,Secundário,Separado,Casa,30,12.167123287671233,1.0,22296.61,10.012189927955093
F,False,True,0,Assalariado,Secundário,Casado,Casa,52,8.052054794520547,2.0,1638.29,7.401408293919412
M,True,True,0,Pensionista,Secundário,Casado,Casa,50,0.0,2.0,7043.62,8.859877521539687
F,False,False,2,Empresário,Secundário,Casado,Casa,39,13.663013698630134,4.0,10077.39,9.218049579526141
M,True,False,2,Servidor público,Superior completo,Casado,Governamental,40,18.7013698630137,4.0,24391.14,10.101975230585069
F,True,False,1,Empresário,Superior completo,Solteiro,Casa,39,2.5397260273972604,2.0,1302.97,7.172401553068543
M,True,True,0,Empresário,Secundário,Casado,Casa,40,3.778082191780822,2.0,1746.9,7.465598067511184
F,True,True,0,Assalariado,Secundário,Casado,Casa,46,19.9013698630137,2.0,6731.16,8.814502770341775
M,False,True,0,Empresário,Superior completo,Solteiro,Casa,27,5.282191780821917,1.0,3414.81,8.135877133561054
F,False,False,1,Assalariado,Superior completo,União,Casa,34,1.356164383561644,3.0,732.98,6.597118416384801
F,True,True,0,Assalariado,Secundário,Separado,Casa,29,1.5726027397260274,1.0,1040.24,6.947206734743064
F,False,True,0,Assalariado,Secundário,Casado,Casa,30,6.972602739726027,2.0,2366.55,7.769188477371572
F,True,False,2,Assalariado,Secundário,Casado,Aluguel,33,2.3013698630136985,4.0,8621.02,9.061958686123717
F,False,False,0,Assalariado,Secundário,Viúvo,Governamental,58,1.263013698630137,1.0,5616.4,8.633446168240487
F,False,True,0,Assalariado,Secundário,Casado,Casa,42,4.490410958904111,2.0,1618.71,7.38938481471783
F,False,True,0,Assalariado,Secundário,Casado,Casa,51,0.4301369863013699,2.0,2995.2,8.004766286283273
M,True,True,0,Assalariado,Primário,Solteiro,Casa,32,6.835616438356165,1.0,6914.16,8.841326761665936
F,False,True,0,Servidor público,Secundário,Viúvo,Casa,55,1.8410958904109591,1.0,2087.57,7.643755989096926
M,True,False,0,Assalariado,Primário,Casado,Comunitário,36,1.1945205479452057,2.0,2493.75,7.821542880638174
M,False,True,1,Servidor público,Superior completo,Casado,Casa,30,1.03013698630137,3.0,4193.16,8.341209905278888
M,True,True,3,Assalariado,Secundário,Casado,Casa,34,0.547945205479452,5.0,1706.16,7.442000510289337
M,True,False,0,Assalariado,Secundário,União,Casa,30,9.849315068493151,2.0,10715.76,9.279470833997122
M,False,True,0,Pensionista,Superior completo,Casado,Casa,67,0.0,2.0,11520.82,9.351911112272223
F,False,True,0,Pensionista,Secundário,Viúvo,Casa,59,0.0,1.0,4099.32,8.318576385278623
M,True,True,0,Servidor público,Superior completo,Solteiro,Casa,27,2.263013698630137,1.0,9885.62,9.19883645493271
F,False,True,0,Empresário,Secundário,Solteiro,Casa,50,1.7205479452054795,1.0,3187.69,8.067051795533342
M,False,False,0,Assalariado,Superior incompleto,União,Casa,30,4.476712328767123,2.0,4381.36,8.385114457457739
F,False,True,2,Empresário,Superior incompleto,Separado,Casa,42,7.701369863013697,3.0,13339.26,9.498466845667103
M,False,True,0,Assalariado,Secundário,Solteiro,Casa,26,0.4273972602739726,1.0,2517.9,7.831180499756892
F,False,True,1,Assalariado,Secundário,Casado,Casa,35,3.676712328767124,3.0,3839.05,8.252980219141042
F,True,False,0,Assalariado,Superior incompleto,Solteiro,Casa,31,8.432876712328767,1.0,1717.81,7.448805502714644
F,False,False,0,Assalariado,Secundário,Solteiro,Casa,56,4.7835616438356166,1.0,2579.66,7.855412886285792
M,True,True,2,Assalariado,Superior completo,Casado,Casa,37,0.4383561643835616,4.0,2798.9,7.936981761831854
F,True,False,0,Assalariado,Secundário,Casado,Com os pais,33,8.753424657534246,2.0,2542.1,7.840745790078706
M,False,False,1,Assalariado,Superior completo,Casado,Casa,30,1.2849315068493148,3.0,2861.76,7.959192099157816
F,False,True,0,Pensionista,Secundário,Casado,Casa,61,0.0,2.0,4384.33,8.385792099517555
M,False,True,0,Empresário,Secundário,Casado,Casa,34,11.065753424657538,2.0,4392.92,8.387749433020067
F,False,True,0,Pensionista,Secundário,Casado,Casa,63,0.0,2.0,1873.4,7.5355102407750305
M,True,True,0,Empresário,Secundário,Casado,Aluguel,46,5.550684931506848,2.0,10206.83,9.230812383028196
M,True,True,1,Assalariado,Secundário,Casado,Casa,31,4.358904109589041,3.0,5389.09,8.592131818480626
M,False,True,2,Servidor público,Superior completo,Casado,Casa,43,15.449315068493153,4.0,20501.11,9.928234310002102
F,False,False,0,Empresário,Superior completo,Casado,Governamental,38,12.9013698630137,2.0,4396.55,8.388575421437205
F,False,False,1,Empresário,Secundário,Solteiro,Casa,36,6.717808219178082,2.0,1292.87,7.164619832340591
F,True,True,0,Assalariado,Secundário,Casado,Casa,42,7.380821917808219,2.0,999.82,6.907575262780193
M,False,True,0,Assalariado,Secundário,Casado,Casa,38,10.427397260273972,2.0,10269.01,9.236885901002475
M,False,True,1,Assalariado,Secundário,Casado,Casa,41,4.131506849315069,3.0,2713.74,7.906083036247895
M,True,True,0,Empresário,Superior completo,Casado,Casa,47,5.789041095890411,2.0,1395.27,7.24084322391449
M,True,True,0,Servidor público,Superior incompleto,Solteiro,Aluguel,32,8.63013698630137,1.0,30816.91,10.335818844276073
M,True,False,0,Assalariado,Secundário,Casado,Governamental,49,3.328767123287671,2.0,3770.12,8.234862110174213
F,True,True,1,Assalariado,Secundário,Casado,Casa,46,0.8821917808219178,3.0,590.07,6.380241173929911
F,False,True,0,Assalariado,Secundário,Casado,Casa,42,4.046575342465753,2.0,2123.13,7.66064669393121
F,True,False,0,Assalariado,Secundário,Casado,Casa,33,3.8465753424657536,2.0,1657.39,7.412999354850221
F,False,False,0,Pensionista,Secundário,Separado,Casa,60,0.0,1.0,1982.89,7.592310655473379
F,False,True,0,Assalariado,Superior completo,Separado,Casa,51,23.39178082191781,1.0,16071.95,9.684830795489434
M,True,True,1,Assalariado,Superior completo,Casado,Casa,44,5.723287671232876,3.0,4252.5,8.355262324270017
M,False,True,0,Empresário,Superior completo,Casado,Casa,48,3.0383561643835617,2.0,3496.29,8.159457685280184
F,True,True,1,Assalariado,Superior completo,Casado,Casa,33,1.9753424657534249,3.0,5368.08,8.588225581670125
M,False,True,0,Assalariado,Secundário,Casado,Casa,47,12.931506849315069,2.0,9906.09,9.200904998509698
M,False,True,0,Assalariado,Secundário,Solteiro,Casa,45,3.5397260273972604,1.0,1587.71,7.370048005482728
F,False,False,0,Servidor público,Superior completo,Casado,Casa,60,14.353424657534244,2.0,1883.5,7.540887027132095
F,False,True,1,Assalariado,Superior completo,Separado,Casa,41,6.780821917808219,2.0,1782.22,7.485615057200715
F,False,True,1,Empresário,Secundário,Casado,Casa,49,11.284931506849317,3.0,931.72,6.837032340363153
F,True,True,0,Assalariado,Secundário,Casado,Casa,59,9.613698630136986,2.0,3280.33,8.095699306073465
F,True,True,0,Empresário,Superior completo,Casado,Casa,42,11.304109589041095,2.0,2615.03,7.869030848708552
F,True,True,1,Assalariado,Superior completo,Separado,Casa,37,11.224657534246576,2.0,6503.0,8.780018887869153
F,True,True,0,Assalariado,Secundário,Casado,Casa,49,8.605479452054794,2.0,3725.31,8.222905348827455
M,True,True,0,Empresário,Secundário,Casado,Casa,52,9.882191780821918,2.0,8906.48,9.094534380679017
F,False,True,0,Pensionista,Secundário,Casado,Casa,66,0.0,2.0,1836.29,7.515502510777038
F,False,True,0,Assalariado,Secundário,Casado,Casa,45,6.109589041095893,2.0,1888.13,7.543342200267189
M,True,True,1,Assalariado,Secundário,União,Casa,38,10.761643835616438,3.0,3745.64,8.228347775876548
F,False,False,0,Empresário,Secundário,Separado,Governamental,52,1.8356164383561644,1.0,3506.15,8.16227384836518
F,False,True,0,Assalariado,Superior completo,União,Casa,30,6.934246575342466,2.0,3292.05,8.099265750016977
F,False,True,0,Pensionista,Secundário,Casado,Casa,56,0.0,2.0,3209.94,8.074007524360587
F,True,True,0,Empresário,Superior completo,Casado,Casa,35,9.936986301369863,2.0,11415.86,9.342758895591636
F,False,True,0,Empresário,Superior completo,Casado,Casa,50,0.5424657534246575,2.0,4521.99,8.41670744142459
F,False,True,0,Pensionista,Secundário,Casado,Casa,62,0.0,2.0,1228.21,7.11331310385857
F,False,False,1,Empresário,Secundário,Casado,Governamental,27,2.271232876712329,3.0,2674.77,7.891618674325091
M,True,True,2,Assalariado,Secundário,Casado,Casa,36,11.194520547945206,4.0,21586.27,9.979812743414172
M,True,False,2,Servidor público,Secundário,Casado,Com os pais,42,16.523287671232875,4.0,15579.65,9.653720854474074
F,False,False,0,Empresário,Secundário,Solteiro,Casa,44,1.0136986301369864,1.0,513.48,6.2412110802167255
F,False,True,0,Assalariado,Superior completo,Casado,Casa,33,10.96986301369863,2.0,10364.94,9.246184236141113
M,True,True,1,Assalariado,Secundário,Casado,Casa,44,2.5342465753424657,3.0,4788.9,8.474056018938542
F,False,True,0,Empresário,Secundário,Casado,Casa,28,6.2027397260273975,2.0,2448.99,7.8034309736445255
F,False,False,0,Servidor público,Superior completo,Casado,Casa,34,15.306849315068495,2.0,18224.12,9.810501270388725
F,False,False,0,Assalariado,Secundário,União,Casa,50,5.353424657534247,2.0,1327.57,7.191105482422678
F,False,False,2,Assalariado,Secundário,Casado,Casa,39,19.36438356164384,4.0,8849.5,9.088116239230809
